order_id,product_id,quantity,unit_price
572,37,3,4.4
572,31,2,19.39
573,26,3,21.08
573,12,3,21.64
574,21,1,18.44
574,6,3,7.37
575,30,3,6.14
575,33,3,11.79
575,38,2,24.91
575,14,2,5.75
576,7,2,7.85
576,30,1,6.14
576,27,2,8.89
577,19,1,9.12
578,16,2,15.7
578,2,1,6.07
578,32,3,19.43
578,26,2,21.08
579,39,2,24.36
579,36,2,20.43
579,19,3,9.12
579,24,1,24.77
580,27,2,8.89
580,16,1,15.7
580,12,3,21.64
581,3,3,4.91
581,26,1,21.08
581,20,1,11.14
582,13,1,20.76
582,36,1,20.43
583,3,1,4.91
583,4,1,3.66
583,33,2,11.79
583,17,1,17.55
584,25,1,18.06
584,17,3,17.55
584,2,3,6.07
585,37,3,4.4
585,19,1,9.12
585,3,2,4.91
586,31,1,19.39
586,11,3,5.04
587,36,3,20.43
587,25,1,18.06
587,26,3,21.08
587,40,2,18.0
588,9,3,18.36
589,7,3,7.85
589,26,3,21.08
589,20,1,11.14
589,15,2,15.14
590,25,1,18.06
590,34,1,14.21
590,11,3,5.04
590,15,1,15.14
591,11,3,5.04
591,28,2,22.28
591,33,1,11.79
592,16,1,15.7
592,4,2,3.66
593,31,3,19.39
593,19,2,9.12
594,12,2,21.64
595,4,1,3.66
595,18,2,21.82
595,21,3,18.44
596,17,1,17.55
596,9,2,18.36
597,34,2,14.21
597,40,2,18.0
597,30,1,6.14
597,25,3,18.06
598,11,3,5.04
598,1,1,19.31
599,2,2,6.07
600,23,2,6.59
600,37,1,4.4
600,14,1,5.75
600,7,3,7.85
601,18,2,21.82
601,5,2,14.12
602,2,3,6.07
602,5,2,14.12
603,4,1,3.66
603,38,3,24.91
603,35,2,21.94
603,4,1,3.66
604,4,2,3.66
605,13,3,20.76
605,35,1,21.94
606,37,1,4.4
607,29,3,17.42
608,25,3,18.06
609,32,2,19.43
609,22,2,16.97
610,14,2,5.75
610,37,2,4.4
610,5,2,14.12
611,26,3,21.08
611,29,2,17.42
611,19,3,9.12
611,17,3,17.55
612,6,2,7.37
613,27,1,8.89
613,1,1,19.31
613,13,3,20.76
613,6,3,7.37
614,24,2,24.77
614,17,2,17.55
614,30,2,6.14
614,5,3,14.12
615,40,2,18.0
615,20,3,11.14
615,7,2,7.85
616,19,2,9.12
616,31,2,19.39
616,30,3,6.14
616,32,1,19.43
617,4,2,3.66
617,6,1,7.37
617,32,1,19.43
618,20,1,11.14
618,39,1,24.36
618,34,3,14.21
619,34,2,14.21
620,18,2,21.82
620,18,1,21.82
620,11,2,5.04
621,28,2,22.28
622,37,1,4.4
622,6,3,7.37
623,20,3,11.14
623,25,3,18.06
624,10,3,6.42
624,31,3,19.39
625,23,1,6.59
625,4,2,3.66
625,15,1,15.14
626,26,1,21.08
626,39,1,24.36
627,17,2,17.55
627,31,2,19.39
628,14,1,5.75
628,35,3,21.94
628,12,2,21.64
628,24,2,24.77
629,5,1,14.12
630,7,1,7.85
630,30,3,6.14
630,25,2,18.06
631,21,2,18.44
631,17,3,17.55
631,6,2,7.37
632,30,2,6.14
632,20,1,11.14
632,36,3,20.43
633,37,2,4.4
633,1,2,19.31
634,8,3,20.81
634,35,3,21.94
634,30,2,6.14
634,7,1,7.85
635,16,3,15.7
636,7,2,7.85
636,33,3,11.79
636,14,3,5.75
636,27,2,8.89
637,23,1,6.59
638,29,3,17.42
638,5,2,14.12
638,16,1,15.7
638,3,2,4.91
639,29,1,17.42
639,26,1,21.08
639,1,1,19.31
640,6,1,7.37
640,24,1,24.77
641,38,3,24.91
642,33,1,11.79
642,35,1,21.94
642,30,1,6.14
642,20,1,11.14
643,5,3,14.12
644,15,1,15.14
645,27,2,8.89
645,24,2,24.77
646,32,2,19.43
647,31,2,19.39
648,30,1,6.14
648,37,1,4.4
648,4,2,3.66
648,33,3,11.79
649,2,2,6.07
649,7,3,7.85
649,12,3,21.64
649,28,3,22.28
650,37,1,4.4
651,11,3,5.04
651,29,2,17.42
651,36,2,20.43
652,32,1,19.43
652,27,2,8.89
652,20,1,11.14
653,15,1,15.14
654,30,3,6.14
654,20,3,11.14
654,37,2,4.4
654,37,1,4.4
655,28,2,22.28
655,36,1,20.43
655,24,2,24.77
655,16,3,15.7
656,14,1,5.75
657,9,2,18.36
657,9,1,18.36
657,23,1,6.59
657,1,1,19.31
658,31,2,19.39
658,23,1,6.59
658,18,2,21.82
658,32,3,19.43
659,11,2,5.04
659,16,3,15.7
659,40,1,18.0
659,40,3,18.0
660,23,2,6.59
660,38,2,24.91
660,19,1,9.12
661,2,3,6.07
662,30,1,6.14
662,3,3,4.91
662,1,1,19.31
663,22,1,16.97
663,33,2,11.79
663,30,1,6.14
664,38,2,24.91
664,39,1,24.36
664,9,3,18.36
664,37,2,4.4
665,8,1,20.81
665,8,3,20.81
665,7,3,7.85
665,31,1,19.39
666,8,3,20.81
666,6,2,7.37
667,27,2,8.89
667,9,2,18.36
668,3,3,4.91
669,14,2,5.75
669,27,1,8.89
669,20,2,11.14
669,3,1,4.91
670,12,1,21.64
670,40,3,18.0
671,34,2,14.21
671,37,3,4.4
671,23,3,6.59
671,23,3,6.59
672,7,2,7.85
672,20,2,11.14
673,17,2,17.55
673,13,2,20.76
673,1,1,19.31
673,30,3,6.14
674,30,3,6.14
674,37,3,4.4
674,29,1,17.42
675,37,2,4.4
675,3,3,4.91
675,37,2,4.4
675,4,2,3.66
676,8,2,20.81
676,18,3,21.82
676,3,3,4.91
677,2,1,6.07
678,28,2,22.28
678,37,3,4.4
678,22,3,16.97
678,23,1,6.59
679,18,3,21.82
680,23,3,6.59
680,7,3,7.85
680,1,2,19.31
681,28,1,22.28
681,20,1,11.14
682,7,2,7.85
683,29,1,17.42
683,38,2,24.91
683,19,2,9.12
684,1,3,19.31
685,3,3,4.91
685,11,2,5.04
685,32,2,19.43
686,24,2,24.77
687,17,1,17.55
687,1,2,19.31
688,38,2,24.91
688,1,3,19.31
688,16,2,15.7
688,16,1,15.7
689,4,3,3.66
689,39,1,24.36
689,9,1,18.36
689,20,2,11.14
690,5,1,14.12
690,33,3,11.79
691,20,1,11.14
691,33,3,11.79
691,32,3,19.43
692,35,3,21.94
692,37,1,4.4
692,40,1,18.0
692,38,1,24.91
693,23,3,6.59
693,20,1,11.14
694,38,3,24.91
694,31,2,19.39
694,6,2,7.37
695,31,2,19.39
695,16,1,15.7
695,18,3,21.82
696,15,3,15.14
696,12,2,21.64
696,8,3,20.81
696,36,3,20.43
697,8,2,20.81
697,15,3,15.14
697,23,3,6.59
697,33,3,11.79
698,36,2,20.43
698,21,1,18.44
699,4,2,3.66
699,15,1,15.14
700,8,2,20.81
700,2,2,6.07
700,33,2,11.79
701,3,3,4.91
701,5,3,14.12
702,12,1,21.64
702,37,3,4.4
702,9,2,18.36
703,27,2,8.89
703,5,1,14.12
703,23,3,6.59
703,5,1,14.12
704,14,2,5.75
704,30,1,6.14
705,3,3,4.91
705,24,1,24.77
705,4,2,3.66
706,4,2,3.66
707,24,1,24.77
707,25,1,18.06
708,29,2,17.42
709,15,1,15.14
710,26,2,21.08
711,26,2,21.08
711,35,3,21.94
712,22,2,16.97
712,3,2,4.91
712,20,3,11.14
712,24,3,24.77
713,33,3,11.79
713,27,3,8.89
714,27,1,8.89
714,20,2,11.14
714,34,2,14.21
714,28,1,22.28
715,33,2,11.79
715,11,3,5.04
715,11,1,5.04
716,21,2,18.44
716,17,3,17.55
716,5,3,14.12
717,34,1,14.21
718,18,1,21.82
719,19,2,9.12
719,28,1,22.28
719,13,2,20.76
720,24,1,24.77
720,15,2,15.14
720,6,3,7.37
720,5,1,14.12
721,8,3,20.81
722,10,1,6.42
722,27,2,8.89
722,34,2,14.21
723,38,3,24.91
723,1,1,19.31
724,21,2,18.44
724,12,3,21.64
724,30,2,6.14
725,15,1,15.14
725,39,3,24.36
725,26,1,21.08
725,17,3,17.55
726,9,3,18.36
726,37,3,4.4
726,35,2,21.94
727,14,3,5.75
727,2,1,6.07
728,40,3,18.0
728,13,2,20.76
729,15,2,15.14
729,30,3,6.14
729,31,1,19.39
730,38,2,24.91
730,24,1,24.77
730,16,3,15.7
731,30,1,6.14
731,7,3,7.85
731,25,2,18.06
732,10,1,6.42
732,33,3,11.79
732,7,2,7.85
733,30,3,6.14
733,32,2,19.43
734,40,1,18.0
734,28,1,22.28
734,1,2,19.31
734,8,2,20.81
735,35,1,21.94
735,19,3,9.12
736,17,2,17.55
736,15,3,15.14
736,23,3,6.59
736,9,2,18.36
737,6,1,7.37
738,8,2,20.81
739,37,3,4.4
740,21,2,18.44
740,35,3,21.94
740,10,3,6.42
740,3,3,4.91
741,18,2,21.82
742,10,3,6.42
742,37,2,4.4
742,37,3,4.4
742,18,2,21.82
743,21,2,18.44
743,30,3,6.14
743,7,3,7.85
744,18,3,21.82
745,26,1,21.08
745,1,2,19.31
745,37,3,4.4
746,34,3,14.21
746,30,3,6.14
746,16,2,15.7
747,6,3,7.37
747,19,3,9.12
747,5,1,14.12
748,22,2,16.97
748,7,2,7.85
749,8,3,20.81
749,25,3,18.06
749,33,1,11.79
749,37,1,4.4
750,10,1,6.42
750,36,1,20.43
750,38,3,24.91
750,40,2,18.0
751,18,2,21.82
751,5,1,14.12
752,3,3,4.91
752,14,2,5.75
752,35,2,21.94
752,8,3,20.81
753,13,2,20.76
753,28,3,22.28
754,19,3,9.12
755,7,1,7.85
755,30,1,6.14
755,17,2,17.55
755,23,3,6.59
756,27,1,8.89
756,21,2,18.44
756,29,2,17.42
756,2,1,6.07
757,34,2,14.21
757,25,2,18.06
757,30,2,6.14
757,13,3,20.76
758,4,3,3.66
759,37,3,4.4
759,11,1,5.04
759,28,3,22.28
760,7,3,7.85
761,23,1,6.59
762,16,3,15.7
763,9,3,18.36
763,10,3,6.42
764,12,2,21.64
765,2,2,6.07
765,30,2,6.14
765,28,1,22.28
766,10,1,6.42
766,25,1,18.06
766,24,2,24.77
767,34,1,14.21
767,31,3,19.39
768,36,1,20.43
769,22,1,16.97
769,13,2,20.76
769,19,1,9.12
769,37,2,4.4
770,6,1,7.37
770,37,2,4.4
771,18,2,21.82
771,2,3,6.07
772,34,3,14.21
772,23,1,6.59
772,5,1,14.12
773,26,1,21.08
773,12,1,21.64
774,27,3,8.89
774,19,1,9.12
774,30,3,6.14
775,18,2,21.82
776,38,2,24.91
776,21,1,18.44
776,13,3,20.76
777,31,3,19.39
777,18,2,21.82
777,37,2,4.4
778,23,1,6.59
778,1,3,19.31
778,25,1,18.06
779,27,2,8.89
779,16,3,15.7
780,24,3,24.77
781,3,2,4.91
781,22,1,16.97
781,14,3,5.75
782,31,1,19.39
783,25,1,18.06
783,13,3,20.76
784,22,2,16.97
784,12,3,21.64
784,1,3,19.31
785,30,3,6.14
785,11,3,5.04
785,28,2,22.28
786,4,2,3.66
787,3,2,4.91
787,28,3,22.28
787,32,1,19.43
787,38,3,24.91
788,33,3,11.79
789,17,1,17.55
789,30,2,6.14
790,39,1,24.36
791,19,1,9.12
791,31,2,19.39
791,11,3,5.04
791,5,3,14.12
792,33,2,11.79
792,31,1,19.39
792,37,3,4.4
792,28,2,22.28
793,3,2,4.91
794,7,3,7.85
794,26,1,21.08
795,2,1,6.07
796,9,2,18.36
796,9,2,18.36
796,10,1,6.42
797,20,1,11.14
797,34,3,14.21
797,13,2,20.76
798,39,2,24.36
798,27,2,8.89
798,21,1,18.44
799,24,2,24.77
799,21,1,18.44
800,15,2,15.14
800,14,1,5.75
800,14,3,5.75
801,28,2,22.28
801,8,3,20.81
802,22,3,16.97
802,29,1,17.42
802,24,1,24.77
802,23,1,6.59
803,11,3,5.04
803,24,2,24.77
804,26,3,21.08
804,8,1,20.81
805,8,3,20.81
805,28,2,22.28
805,18,2,21.82
805,25,2,18.06
806,17,2,17.55
806,29,1,17.42
807,16,2,15.7
807,38,3,24.91
807,19,1,9.12
808,12,2,21.64
808,37,2,4.4
808,14,2,5.75
809,2,2,6.07
810,8,1,20.81
810,26,3,21.08
810,30,2,6.14
811,27,3,8.89
811,34,3,14.21
812,23,2,6.59
813,35,3,21.94
813,38,2,24.91
813,16,2,15.7
813,29,1,17.42
814,28,3,22.28
814,40,1,18.0
815,2,1,6.07
815,16,2,15.7
815,3,2,4.91
816,25,2,18.06
816,10,1,6.42
817,23,3,6.59
818,19,1,9.12
818,5,2,14.12
819,10,2,6.42
819,4,3,3.66
819,5,1,14.12
819,3,2,4.91
820,5,3,14.12
820,4,1,3.66
820,30,3,6.14
821,39,3,24.36
821,25,2,18.06
822,36,3,20.43
822,28,1,22.28
822,1,2,19.31
822,3,1,4.91
823,9,2,18.36
824,34,1,14.21
824,2,2,6.07
824,40,1,18.0
824,24,3,24.77
825,29,2,17.42
825,28,3,22.28
825,16,2,15.7
825,40,1,18.0
826,19,3,9.12
826,4,3,3.66
826,20,2,11.14
827,4,3,3.66
828,7,1,7.85
828,15,2,15.14
828,26,2,21.08
829,5,1,14.12
829,2,1,6.07
829,11,2,5.04
829,38,1,24.91
830,11,1,5.04
830,25,3,18.06
831,38,3,24.91
831,24,2,24.77
832,29,2,17.42
832,15,1,15.14
833,6,2,7.37
833,26,3,21.08
833,9,2,18.36
833,40,1,18.0
834,8,1,20.81
834,14,2,5.75
834,13,1,20.76
834,37,3,4.4
835,40,1,18.0
836,28,1,22.28
836,36,3,20.43
836,16,1,15.7
836,12,1,21.64
837,5,2,14.12
837,21,2,18.44
838,19,1,9.12
839,18,3,21.82
840,21,1,18.44
840,1,2,19.31
840,28,3,22.28
841,17,3,17.55
842,3,1,4.91
842,23,3,6.59
843,37,2,4.4
843,32,1,19.43
844,11,2,5.04
844,24,1,24.77
844,18,2,21.82
845,7,1,7.85
845,29,2,17.42
845,25,1,18.06
845,31,2,19.39
846,8,3,20.81
846,7,3,7.85
847,34,3,14.21
847,25,3,18.06
847,39,2,24.36
847,32,1,19.43
848,14,1,5.75
849,17,2,17.55
849,28,2,22.28
849,33,3,11.79
849,31,3,19.39
850,8,3,20.81
850,37,1,4.4
850,21,1,18.44
850,5,2,14.12
851,3,3,4.91
851,37,3,4.4
851,17,2,17.55
851,16,3,15.7
852,17,2,17.55
852,29,1,17.42
853,12,1,21.64
854,16,2,15.7
854,22,1,16.97
855,2,3,6.07
855,35,2,21.94
855,1,3,19.31
856,34,1,14.21
857,37,2,4.4
857,38,1,24.91
858,20,1,11.14
858,12,1,21.64
859,11,2,5.04
860,27,1,8.89
861,30,1,6.14
862,38,2,24.91
862,38,3,24.91
862,20,2,11.14
862,19,2,9.12
863,10,2,6.42
863,19,3,9.12
863,25,1,18.06
863,29,2,17.42
864,29,1,17.42
864,33,3,11.79
865,14,2,5.75
865,24,3,24.77
865,37,3,4.4
866,3,3,4.91
867,18,1,21.82
867,32,3,19.43
867,37,2,4.4
867,11,2,5.04
868,26,3,21.08
869,6,1,7.37
869,1,2,19.31
869,6,1,7.37
869,36,2,20.43
